Doctor Name,Specialization,Experience,Location,City,Hospital,Consultation Fee,Profile Link
Dr. Anviti Puranik,Dentist,15 years experience overall,"Goregaon East,",Mumbai,Dr. Anviti's Dental Cube,₹500,https://www.practo.com/mumbai/doctor/dr-anviti-puranik-dentist?practice_id=689030&specialization=Doctor&referrer=doctor_listing&page_uid=e366149f-eedc-4f05-b73e-30b8fb7f4177
Dr. Gouri Sultane Gupta,Gynecologist/Obstetrician,22 years experience overall,"Malad West,",Mumbai,DZIRE IVF,₹1000,https://www.practo.com/mumbai/doctor/dr-gouri-sultane-gupta-gynecologist-obstetrician-gynecologist-obstetrician?practice_id=1268000&specialization=Doctor&referrer=doctor_listing&page_uid=e366149f-eedc-4f05-b73e-30b8fb7f4177
Dr. Rohan Virani,Dentist,19 years experience overall,"Mulund West,",Mumbai,Trisa Dental Solutions,₹500,https://www.practo.com/mumbai/doctor/dr-rohan-virani-dentist-1?practice_id=649324&specialization=Doctor&referrer=doctor_listing&page_uid=e366149f-eedc-4f05-b73e-30b8fb7f4177
Dr. Nitin R Kochar,Ayurveda,30 years experience overall,"Goregaon West,",Mumbai,Gurukrupa Ayurvedic Clinic,₹1500,https://www.practo.com/mumbai/doctor/nitin-n-kochar-ayurveda?practice_id=785433&specialization=Doctor&referrer=doctor_listing&page_uid=e366149f-eedc-4f05-b73e-30b8fb7f4177
Dr. Bhavesh D. Rusawat,Dentist,15 years experience overall,"Borivali West,",Mumbai,VIBGYOR Pediatric & Family Dental Care,₹500,https://www.practo.com/mumbai/doctor/bhavesh-d-rusawat-dentist?practice_id=1069177&specialization=Doctor&referrer=doctor_listing&page_uid=e366149f-eedc-4f05-b73e-30b8fb7f4177
Dr. Sharada P Gowda,Dentist,16 years experience overall,"Goregaon East,",Mumbai,American Dental Practices,₹500,https://www.practo.com/mumbai/doctor/dr-sharada-p-gowda-dentist?practice_id=648638&specialization=Doctor&referrer=doctor_listing&page_uid=49fe1bd5-62b4-4150-8158-0152638e95dd
Dr. Zeeshan Ladhani,Dentist,13 years experience overall,"Colaba,",Mumbai,Zendent,₹500,https://www.practo.com/mumbai/doctor/zeeshan-ladhani-dentist?practice_id=1376435&specialization=Doctor&referrer=doctor_listing&page_uid=49fe1bd5-62b4-4150-8158-0152638e95dd
Dr. Dipika Bharani,Dentist,16 years experience overall,"Vileparle East,",Mumbai,Dentalfix Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-dipika-bharani-dentist-1?practice_id=1195242&specialization=Doctor&referrer=doctor_listing&page_uid=49fe1bd5-62b4-4150-8158-0152638e95dd
Dr. Navaaz Azil Tantra,Gynecologist/Obstetrician,31 years experience overall,"Malad West,",Mumbai,Cloudnine Hospital,₹1100,https://www.practo.com/mumbai/doctor/dr-navaaz-azil-tantra-gynecologist-obstetrician?practice_id=1053187&specialization=Doctor&referrer=doctor_listing&page_uid=49fe1bd5-62b4-4150-8158-0152638e95dd
Ms. Sudha Ojha,Psychologist,30 years experience overall,"Kandivali West,",Mumbai,Ashajyot Counselling Centre,₹5000,https://www.practo.com/mumbai/therapist/sudha-ojha-psychologist?practice_id=1241552&specialization=Doctor&referrer=doctor_listing&page_uid=49fe1bd5-62b4-4150-8158-0152638e95dd
Dr. Sharmila Nayak,Dermatologist,27 years experience overall,"Andheri West,",Mumbai,The Skin 1st Clinic,₹1500,https://www.practo.com/mumbai/doctor/dr-sharmila-nayak-dermatologist-cosmetologist-1-dermatologist?practice_id=1173031&specialization=Doctor&referrer=doctor_listing&page_uid=49fe1bd5-62b4-4150-8158-0152638e95dd
Dr. Khushboo Sehgal Chablani,Dentist,18 years experience overall,"Bandra West,",Mumbai,Sorriso Dental Care,₹1000,https://www.practo.com/mumbai/doctor/dr-khushboo-sehgal-chablani-dentist?practice_id=667691&specialization=Doctor&referrer=doctor_listing&page_uid=49fe1bd5-62b4-4150-8158-0152638e95dd
Dr. Varun Parikh,Dentist,17 years experience overall,"Ghatkopar East,",Mumbai,The Dental Inc,₹500,https://www.practo.com/mumbai/doctor/dr-varun-parikh-dentist-203480?practice_id=697292&specialization=Doctor&referrer=doctor_listing&page_uid=49fe1bd5-62b4-4150-8158-0152638e95dd
Dr. Nilofer M Currawalla,Dentist,17 years experience overall,"Colaba,",Mumbai,Dr. Ruparel's Clinic SmileBay,₹500,https://www.practo.com/mumbai/doctor/dr-nilofer-vevai-1-dentist?practice_id=705155&specialization=Doctor&referrer=doctor_listing&page_uid=49fe1bd5-62b4-4150-8158-0152638e95dd
Dr. Shweta Vyas,Dentist,10 years experience overall,"Kandivali West,",Mumbai,Fine Feather Dental Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-shweta-vyas-dentist?practice_id=1238533&specialization=Doctor&referrer=doctor_listing&page_uid=49fe1bd5-62b4-4150-8158-0152638e95dd
Dr. Sangeeta Raodeo,Gynecologist/Obstetrician,19 years experience overall,"Bhandup West,",Mumbai,Central Hospital,₹1000,https://www.practo.com/mumbai/doctor/sangeeta-raodeo-1-gynecologist-obstetrician?practice_id=1130820&specialization=Doctor&referrer=doctor_listing&page_uid=1dd022ec-4930-429d-8586-0edb2a125a12
Dr. Neeraj R Bijlani,Spine Surgeon,24 years experience overall,"Chembur,",Mumbai,Orthotech Clinic,₹1500,https://www.practo.com/mumbai/doctor/dr-neeraj-r-bijlani-orthopedist?practice_id=680972&specialization=Doctor&referrer=doctor_listing&page_uid=1dd022ec-4930-429d-8586-0edb2a125a12
Dr. Rasshmi Malhotra,Ophthalmologist,28 years experience overall,"Parel,",Mumbai,Kamal Eye Klinik (Lift Available),₹1500,https://www.practo.com/mumbai/doctor/dr-rasshmi-malhotra-ophthalmologist?practice_id=721503&specialization=Doctor&referrer=doctor_listing&page_uid=1dd022ec-4930-429d-8586-0edb2a125a12
Dr. Jigar Gala,Dentist,20 years experience overall,"Andheri West,",Mumbai,Dental Concepts - Dental Spa And Implant Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-jigar-gala-dentist?practice_id=674285&specialization=Doctor&referrer=doctor_listing&page_uid=1dd022ec-4930-429d-8586-0edb2a125a12
Dr. Ashish Agrawal,Cardiologist,22 years experience overall,"Bhandup West,",Mumbai,The Heart Clinic,₹1500,https://www.practo.com/mumbai/doctor/dr-ashish-agrawal-cardiologist?practice_id=708733&specialization=Doctor&referrer=doctor_listing&page_uid=1dd022ec-4930-429d-8586-0edb2a125a12
Dr. Ankit Jain,Ear-Nose-Throat (ENT) Specialist,15 years experience overall,"Tardeo,",Mumbai,Apollo Spectra Hospitals,₹1500,https://www.practo.com/mumbai/doctor/ankit-jain-2?practice_id=1134529&specialization=Doctor&referrer=doctor_listing&page_uid=1dd022ec-4930-429d-8586-0edb2a125a12
Dr. Poorvi Chothani Kachwala,Dentist,17 years experience overall,"Andheri West,",Mumbai,Smile Bay Dental Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-poorvi-dentist-1?practice_id=703965&specialization=Doctor&referrer=doctor_listing&page_uid=1dd022ec-4930-429d-8586-0edb2a125a12
Dr. Atul Indurkhya,Dentist,29 years experience overall,"Sion West,",Mumbai,Sai Dental Speciality Clinic,₹100,https://www.practo.com/mumbai/doctor/dr-atul-indurkhya-dentist?practice_id=849683&specialization=Doctor&referrer=doctor_listing&page_uid=1dd022ec-4930-429d-8586-0edb2a125a12
Dr. Amit Majethia,Dentist,15 years experience overall,"Ghatkopar East,",Mumbai,Forever Smiles,₹500,https://www.practo.com/mumbai/doctor/amit-majethia-dentist?practice_id=1144506&specialization=Doctor&referrer=doctor_listing&page_uid=1dd022ec-4930-429d-8586-0edb2a125a12
Dr. Viren Puri,Dentist,25 years experience overall,"Juhu,",Mumbai,Smilez Unlimited Dental Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-viren-puri-dentist?practice_id=648527&specialization=Doctor&referrer=doctor_listing&page_uid=1dd022ec-4930-429d-8586-0edb2a125a12
Dr. Darshan Sheth,Dentist,17 years experience overall,"Ghatkopar East,",Mumbai,Dental Care Solutions,₹500,https://www.practo.com/mumbai/doctor/dr-darshan-sheth-dentist?practice_id=649084&specialization=Doctor&referrer=doctor_listing&page_uid=e464c243-c5cd-429d-ba67-d2076e03dcc3
Dr. Purushottam Vashistha,Gastroenterologist,26 years experience overall,"Powai,",Mumbai,Gastro World - Dr.Vashistha’s Liver & Gut Clinic,₹2000,https://www.practo.com/mumbai/doctor/dr-purshottam-vashista-gastroenterologist?practice_id=1466524&specialization=Doctor&referrer=doctor_listing&page_uid=e464c243-c5cd-429d-ba67-d2076e03dcc3
Dr. Mugdha Raut,Gynecologist/Obstetrician,36 years experience overall,"Santacruz,",Mumbai,Dr Raut's Maternity And Surgical Nursing Home,₹3000,https://www.practo.com/mumbai/doctor/dr-mugdha-raut-1-gynecologist-obstetrician?practice_id=699743&specialization=Doctor&referrer=doctor_listing&page_uid=e464c243-c5cd-429d-ba67-d2076e03dcc3
Dr. Sonia Anare,Dentist,16 years experience overall,"Parel,",Mumbai,Smilessence Center for Advanced Dentistry,₹800,https://www.practo.com/mumbai/doctor/sonia-anare-jambhekar-dentist?practice_id=1136590&specialization=Doctor&referrer=doctor_listing&page_uid=e464c243-c5cd-429d-ba67-d2076e03dcc3
Dr. Salem Tariq,Dentist,16 years experience overall,"Andheri West,",Mumbai,Ora Cure Dental Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-salem-tariq-dentist?practice_id=696291&specialization=Doctor&referrer=doctor_listing&page_uid=e464c243-c5cd-429d-ba67-d2076e03dcc3
Dr. Sheena Soni,Dentist,11 years experience overall,"Colaba,",Mumbai,The Lil Teeth Dental Clinic For Children,₹500,https://www.practo.com/mumbai/doctor/sheena-soni-dentist-1?practice_id=1431166&specialization=Doctor&referrer=doctor_listing&page_uid=e464c243-c5cd-429d-ba67-d2076e03dcc3
Dr. Nandita P Palshetkar,Infertility Specialist,40 years experience overall,"Opera House,",Mumbai,Babies And US Fertility IVF Centre,₹1000,https://www.practo.com/mumbai/doctor/nandita-palshetkar-gynecologist-obstetrician?practice_id=627140&specialization=Doctor&referrer=doctor_listing&page_uid=e464c243-c5cd-429d-ba67-d2076e03dcc3
Dr. Darshana Gadgil,Ophthalmologist,25 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹1800,https://www.practo.com/mumbai/doctor/dr-darshana-gadgil-ophthalmologist?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=e464c243-c5cd-429d-ba67-d2076e03dcc3
Dr. Shankar Zanwar,Gastroenterologist,18 years experience overall,"Sion,",Mumbai,Zanwar Gastro Clinic,₹1500,https://www.practo.com/mumbai/doctor/shankar-zanwar-gastroenterologist?practice_id=1322963&specialization=Doctor&referrer=doctor_listing&page_uid=e464c243-c5cd-429d-ba67-d2076e03dcc3
Dr. Kunal Chavan,Dentist,16 years experience overall,"Bhandup West,",Mumbai,Dr Teeth Dental Care Center,₹500,https://www.practo.com/mumbai/doctor/dr-kunal-chavan-dentist?practice_id=766967&specialization=Doctor&referrer=doctor_listing&page_uid=e464c243-c5cd-429d-ba67-d2076e03dcc3
Dr. Shankar Zanwar,Gastroenterologist,18 years experience overall,"Sion,",Mumbai,Zanwar Gastro Clinic,₹1500,https://www.practo.com/mumbai/doctor/shankar-zanwar-gastroenterologist?practice_id=1322963&specialization=Doctor&referrer=doctor_listing&page_uid=e9640056-66cb-4aeb-95c6-e92a6fca2509
Dr. Kunal Chavan,Dentist,16 years experience overall,"Bhandup West,",Mumbai,Dr Teeth Dental Care Center,₹500,https://www.practo.com/mumbai/doctor/dr-kunal-chavan-dentist?practice_id=766967&specialization=Doctor&referrer=doctor_listing&page_uid=e9640056-66cb-4aeb-95c6-e92a6fca2509
Dr. Sakarwala Mustafa,Dentist,30 years experience overall,"Mazgaon,",Mumbai,Sakarwala's Dental Speciality Centre,₹1500,https://www.practo.com/mumbai/doctor/dr-sakarwala-mustafa-dentist?practice_id=679325&specialization=Doctor&referrer=doctor_listing&page_uid=e9640056-66cb-4aeb-95c6-e92a6fca2509
Dr. Mihir Shah,Dentist,15 years experience overall,"Malad West,",Mumbai,Pediatric Smiles - Pediatric Dentist,₹500,https://www.practo.com/mumbai/doctor/dr-mihir-shah-dentist?practice_id=1119589&specialization=Doctor&referrer=doctor_listing&page_uid=e9640056-66cb-4aeb-95c6-e92a6fca2509
Dr. Menaz Thakkar,Dentist,16 years experience overall,"Chembur,",Mumbai,Roots Dental Clinic,₹700,https://www.practo.com/mumbai/doctor/dr-menaz-thakkar-dentist-1?practice_id=649485&specialization=Doctor&referrer=doctor_listing&page_uid=e9640056-66cb-4aeb-95c6-e92a6fca2509
Dr. Nikhil Nasta,Ophthalmologist,24 years experience overall,"Dadar East,",Mumbai,I Sight Eyecare and Surgery,₹1500,https://www.practo.com/mumbai/doctor/dr-nikhil-nasta-ophthalmologist?practice_id=704024&specialization=Doctor&referrer=doctor_listing&page_uid=e9640056-66cb-4aeb-95c6-e92a6fca2509
Dr. Shruti Parikh,Gynecologist/Obstetrician,17 years experience overall,"Malad West,",Mumbai,"Cloudnine Fertility - IVF Centre, Malad West",₹1300,https://www.practo.com/mumbai/doctor/dr-shruti-parikh?practice_id=1157287&specialization=Doctor&referrer=doctor_listing&page_uid=e9640056-66cb-4aeb-95c6-e92a6fca2509
Dr. Juthika Sheode,Ear-Nose-Throat (ENT) Specialist,46 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹2000,https://www.practo.com/mumbai/doctor/dr-juthika-sheode-2-ear-nose-throat-ent-specialist?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=e9640056-66cb-4aeb-95c6-e92a6fca2509
Dr. Manjusha Agrawal,Internal Medicine,31 years experience overall,"Parel,",Mumbai,Gleneagles Hospitals,₹2000,https://www.practo.com/mumbai/doctor/dr-manjusha-agrawal-internal-medicine?practice_id=982258&specialization=Doctor&referrer=doctor_listing&page_uid=e9640056-66cb-4aeb-95c6-e92a6fca2509
Dr. Rakesh Dhake,Spine Surgeon,14 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹1800,https://www.practo.com/mumbai/doctor/rakesh-dhake-spine-surgeon?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=e9640056-66cb-4aeb-95c6-e92a6fca2509
Dr. Swapna S. Kumar,Gynecologist/Obstetrician,18 years experience overall,"Bhandup West,",Mumbai,Dr. Swapna's Mother Care Maternity & Surgical Hospital,₹1000,https://www.practo.com/mumbai/doctor/swapna-s-kumar-gynecologist-obstetrician?practice_id=1346886&specialization=Doctor&referrer=doctor_listing&page_uid=4c97ad3d-ceff-4028-b86e-55dede5d593b
Dr. Preksha Shah,Dentist,8 years experience overall,"Andheri East,",Mumbai,Happy Grins Dental Clinic,₹300,https://www.practo.com/mumbai/doctor/dr-preksha-shah-dentist?practice_id=1446164&specialization=Doctor&referrer=doctor_listing&page_uid=4c97ad3d-ceff-4028-b86e-55dede5d593b
Dr. Sneh Mehta,Dentist,14 years experience overall,"Ghatkopar East,",Mumbai,Gums And Braces Dental Clinic,₹500,https://www.practo.com/mumbai/doctor/sneh-mehta-dentist?practice_id=1224810&specialization=Doctor&referrer=doctor_listing&page_uid=4c97ad3d-ceff-4028-b86e-55dede5d593b
Dr. Mikeen Shah,Ophthalmologist,16 years experience overall,"Andheri East,",Mumbai,Apex Vision Eye Care & Laser Centre,₹600,https://www.practo.com/mumbai/doctor/dr-mikeen-shah-1-ophthalmologist?practice_id=1156953&specialization=Doctor&referrer=doctor_listing&page_uid=4c97ad3d-ceff-4028-b86e-55dede5d593b
Ms. Geetanjali,Dietitian/Nutritionist,21 years experience overall,"Bandra West,",Mumbai,Medical Nutrition Clinic,₹2000,https://www.practo.com/mumbai/therapist/amit-86-dietitian-nutritionist?practice_id=1143724&specialization=Doctor&referrer=doctor_listing&page_uid=4c97ad3d-ceff-4028-b86e-55dede5d593b
Dr. Tejal Poddar,Gynecologist/Obstetrician,14 years experience overall,"Opera House,",Mumbai,Little Miracles Fertility Clinic,₹1000,https://www.practo.com/mumbai/doctor/tejal-poddar?practice_id=1141324&specialization=Doctor&referrer=doctor_listing&page_uid=4c97ad3d-ceff-4028-b86e-55dede5d593b
Dr. Deepti Nanwani Patel,Ophthalmologist,16 years experience overall,"Kandivali East,",Mumbai,Patel Eye Care - Super Speciality Eye Clinic,₹700,https://www.practo.com/mumbai/doctor/deepti-nanwani-patel-ophthalmologist?practice_id=1067602&specialization=Doctor&referrer=doctor_listing&page_uid=4c97ad3d-ceff-4028-b86e-55dede5d593b
Dr. Praveen Kulkarni,Cardiologist,23 years experience overall,"Parel,",Mumbai,Gleneagles Hospitals,₹2000,https://www.practo.com/mumbai/doctor/praveen-kulkarni-1-cardiologist?practice_id=982258&specialization=Doctor&referrer=doctor_listing&page_uid=4c97ad3d-ceff-4028-b86e-55dede5d593b
Dr. Vandita Agrawal,Dentist,14 years experience overall,"Goregaon East,",Mumbai,Vandita's Dental Care,₹500,https://www.practo.com/mumbai/doctor/dr-vandita-agrawal-dentist?practice_id=699877&specialization=Doctor&referrer=doctor_listing&page_uid=4c97ad3d-ceff-4028-b86e-55dede5d593b
Dr. Ashlesha Sankhe,Gynecologist/Obstetrician,29 years experience overall,"Andheri West,",Mumbai,Serenity Nurturing Womanhood,₹1500,https://www.practo.com/mumbai/doctor/ashlesha-sankhe?practice_id=1135363&specialization=Doctor&referrer=doctor_listing&page_uid=4c97ad3d-ceff-4028-b86e-55dede5d593b
Dr. Hetal Kothari,Dentist,28 years experience overall,"Santacruz West,",Mumbai,"CDC-Center For Advanced Dentistry, Invisible Braces & Invisalign",₹500,https://www.practo.com/mumbai/doctor/dr-hetal-kothari-dentist-1?practice_id=648578&specialization=Doctor&referrer=doctor_listing&page_uid=a1f1b195-aacb-4e1e-8e91-592c8c95d4d1
Dr. Amyn Rajani,Orthopedist,25 years experience overall,"Bandra West,",Mumbai,Orthopaedic Arthroscopy Knee & Shoulder Clinic-Bandra,₹3000,https://www.practo.com/mumbai/doctor/dr-amyn-rajani-orthopedist-1?practice_id=724150&specialization=Doctor&referrer=doctor_listing&page_uid=a1f1b195-aacb-4e1e-8e91-592c8c95d4d1
Dr. Darpan Kaur,Psychiatrist,20 years experience overall,"Sion East,",Mumbai,Satguru Mindcare,₹1500,https://www.practo.com/mumbai/doctor/satgurumindcare-gmail-com-psychiatrist-1?practice_id=983602&specialization=Doctor&referrer=doctor_listing&page_uid=a1f1b195-aacb-4e1e-8e91-592c8c95d4d1
Dr. Urvi Ashar,Dentist,12 years experience overall,"Chembur,",Mumbai,Roots Dental Clinic,₹700,https://www.practo.com/mumbai/doctor/dr-urvi-ashar-dentist?practice_id=649485&specialization=Doctor&referrer=doctor_listing&page_uid=a1f1b195-aacb-4e1e-8e91-592c8c95d4d1
Dr. Nida Rangila,Dentist,7 years experience overall,"Chandivali,",Mumbai,Smile Horizon Multispeciality Dental Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-nida-rangila-dentist?practice_id=1474232&specialization=Doctor&referrer=doctor_listing&page_uid=a1f1b195-aacb-4e1e-8e91-592c8c95d4d1
Dr. Nitin Aherrao,Gastroenterologist,18 years experience overall,"Andheri West,",Mumbai,Gastrohub,₹2000,https://www.practo.com/mumbai/doctor/dr-nitin-aherrao-gastroenterologist?practice_id=1269578&specialization=Doctor&referrer=doctor_listing&page_uid=a1f1b195-aacb-4e1e-8e91-592c8c95d4d1
Dr. Vinit Mahendra Shah,Ophthalmologist,20 years experience overall,"Mulund West,",Mumbai,Nandadeep Eye Hospital,₹600,https://www.practo.com/mumbai/doctor/dr-vinit-m-shah-ophthalmologist-1?practice_id=1404161&specialization=Doctor&referrer=doctor_listing&page_uid=a1f1b195-aacb-4e1e-8e91-592c8c95d4d1
Dr. Namrata Jadwani,Dentist,11 years experience overall,"Bandra West,",Mumbai,The Smylist,₹1000,https://www.practo.com/mumbai/doctor/dr-namrata-jadwani?practice_id=1109173&specialization=Doctor&referrer=doctor_listing&page_uid=a1f1b195-aacb-4e1e-8e91-592c8c95d4d1
Dr. Pooja Shetty,Dentist,11 years experience overall,"Charni Road,",Mumbai,Dr. Teeth Denté Care,₹500,https://www.practo.com/mumbai/doctor/dr-pooja-dentist-11?practice_id=1231956&specialization=Doctor&referrer=doctor_listing&page_uid=a1f1b195-aacb-4e1e-8e91-592c8c95d4d1
Ms. Sangita Chadha   (Physiotherapist),Physiotherapist,43 years experience overall,"Lokhandwala,",Mumbai,Dr Sangita Chadha's Physiotherapy Clinic,₹1000,https://www.practo.com/mumbai/therapist/sangita-chadha-physiotherapist?practice_id=786329&specialization=Doctor&referrer=doctor_listing&page_uid=a1f1b195-aacb-4e1e-8e91-592c8c95d4d1
Dr. Shreedevi Tanksale,Gynecologist/Obstetrician,17 years experience overall,"Vileparle East,",Mumbai,Little Miracles Fertility Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-shreedevi-tanksale?practice_id=1139202&specialization=Doctor&referrer=doctor_listing&page_uid=dd8c3c22-5c90-467a-a0dc-cd0873c51dff
Dr. Yogesh Kalyanpad,Dermatologist,15 years experience overall,"Santacruz West,",Mumbai,SkinAmour Clinic,₹1500,https://www.practo.com/mumbai/doctor/dr-yogesh-kalyanpad-dermatologist?practice_id=1157386&specialization=Doctor&referrer=doctor_listing&page_uid=dd8c3c22-5c90-467a-a0dc-cd0873c51dff
Dr. Meeta Malik,Dentist,18 years experience overall,"Bandra West,",Mumbai,Medident - The Multispeciality Dental Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-meeta-malik-dentist?practice_id=729255&specialization=Doctor&referrer=doctor_listing&page_uid=dd8c3c22-5c90-467a-a0dc-cd0873c51dff
Dr. Vikas Jain,Spine Surgeon,18 years experience overall,"Chembur East,",Mumbai,Spine & Scoliosis Clinic,₹1200,https://www.practo.com/mumbai/doctor/dr-vikas-jain-orthopaedics?practice_id=1176755&specialization=Doctor&referrer=doctor_listing&page_uid=dd8c3c22-5c90-467a-a0dc-cd0873c51dff
Dr. Punit Bhojani,Gynecologist/Obstetrician,22 years experience overall,"Matunga,",Mumbai,BHOJANI CLINIC,₹1200,https://www.practo.com/mumbai/doctor/dr-punit-bhojani-gynecologist-obstetrician-1?practice_id=991358&specialization=Doctor&referrer=doctor_listing&page_uid=dd8c3c22-5c90-467a-a0dc-cd0873c51dff
Dr. N.K Doctor,Dentist,53 years experience overall,"Colaba,",Mumbai,Doctor's Dental Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-n-k-doctor-dentist-2?practice_id=648830&specialization=Doctor&referrer=doctor_listing&page_uid=dd8c3c22-5c90-467a-a0dc-cd0873c51dff
Dr. Nupur Jhunjhunwala,Dentist,21 years experience overall,"Kemps Corner,",Mumbai,Toothwise,₹1000,https://www.practo.com/mumbai/doctor/dr-nupur-jhunjhunwala-dentist?practice_id=650381&specialization=Doctor&referrer=doctor_listing&page_uid=dd8c3c22-5c90-467a-a0dc-cd0873c51dff
Dr. Garima Sharma,Infertility Specialist,17 years experience overall,"Mulund West,",Mumbai,Evacare Complete Woman Healthcare and Fertility Unit,₹1500,https://www.practo.com/mumbai/doctor/dr-garima-sharma-3-gynecologist-obstetrician-1?practice_id=1160566&specialization=Doctor&referrer=doctor_listing&page_uid=dd8c3c22-5c90-467a-a0dc-cd0873c51dff
Dr. Shruthi,Dentist,8 years experience overall,"Andheri East,",Mumbai,ToothExperts Multispeciality Dental Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-shruthi-23-dentist?practice_id=1264331&specialization=Doctor&referrer=doctor_listing&page_uid=dd8c3c22-5c90-467a-a0dc-cd0873c51dff
Dr. Pooja Desai,Dentist,18 years experience overall,"Oshiwara,",Mumbai,The Dental Lounge,₹800,https://www.practo.com/mumbai/doctor/dr-pooja-davawalla-desai-dentist?practice_id=648636&specialization=Doctor&referrer=doctor_listing&page_uid=dd8c3c22-5c90-467a-a0dc-cd0873c51dff
Dr. Aditi Chandrashekhar Acharya,Psychiatrist,18 years experience overall,"Kurla East,",Mumbai,Manchaitanya Mind & Health Care Centre,₹1500,https://www.practo.com/mumbai/doctor/aditi-chandrashekhar-acharya-psychiatrist?practice_id=981488&specialization=Doctor&referrer=doctor_listing&page_uid=c1133af4-01f9-40c3-bc09-e3a44d69d74f
Dr. Shilpa Nayak,Allergist/Immunologist,22 years experience overall,"Andheri West,",Mumbai,Asthma Allergy Clinic,₹1500,https://www.practo.com/mumbai/doctor/dr-shilpa-nayak-1-allergist-immunologist?practice_id=741856&specialization=Doctor&referrer=doctor_listing&page_uid=c1133af4-01f9-40c3-bc09-e3a44d69d74f
Dr. Nysha Garg,Dentist,17 years experience overall,"Goregaon East,",Mumbai,DentEase Dental Clinic,₹500,https://www.practo.com/mumbai/doctor/nysha-garg-dentist?practice_id=1189942&specialization=Doctor&referrer=doctor_listing&page_uid=c1133af4-01f9-40c3-bc09-e3a44d69d74f
Ms. Lajja Shah   (Physiotherapist),Physiotherapist,17 years experience overall,"Ghatkopar East,",Mumbai,Physio32,₹1000,https://www.practo.com/mumbai/therapist/dr-lajja-shah-physiotherapist?practice_id=742711&specialization=Doctor&referrer=doctor_listing&page_uid=c1133af4-01f9-40c3-bc09-e3a44d69d74f
Dr. Aditi Varma Arora,Dentist,17 years experience overall,"Colaba,",Mumbai,Smile Works Multispeciality Dental Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-aditi-varma-arora-dentist?practice_id=688155&specialization=Doctor&referrer=doctor_listing&page_uid=c1133af4-01f9-40c3-bc09-e3a44d69d74f
Dr. Sanyukta Rege,Dentist,19 years experience overall,"Juhu,",Mumbai,Signature Smiles,₹500,https://www.practo.com/mumbai/doctor/dr-sanyukta-shah-1-dentist?practice_id=1099180&specialization=Doctor&referrer=doctor_listing&page_uid=c1133af4-01f9-40c3-bc09-e3a44d69d74f
Ms. Nutan Korgaonkar,Audiologist,19 years experience overall,"Parel,",Mumbai,Sonic Hearing Aid Centre,₹1500,https://www.practo.com/mumbai/therapist/ms-nutan-korgaonkar?practice_id=735472&specialization=Doctor&referrer=doctor_listing&page_uid=c1133af4-01f9-40c3-bc09-e3a44d69d74f
Dr. Rajesh D Rambhia,Homoeopath,34 years experience overall,"Mulund West,",Mumbai,Dr. Rambhia's Homoeopathic Clinic,₹600,https://www.practo.com/mumbai/doctor/dr-rajesh-rambhia-homeopath-1?practice_id=824131&specialization=Doctor&referrer=doctor_listing&page_uid=c1133af4-01f9-40c3-bc09-e3a44d69d74f
Dr. Ishan B. Thakkar,Homoeopath,16 years experience overall,"Borivali West,",Mumbai,Harmony Health,₹1500,https://www.practo.com/mumbai/doctor/dr-ishan-b-thakkar-1-homeopath?practice_id=1016543&specialization=Doctor&referrer=doctor_listing&page_uid=c1133af4-01f9-40c3-bc09-e3a44d69d74f
Dr. Devanshi Shah,Ophthalmologist,14 years experience overall,"Ghatkopar East,",Mumbai,Deevine Eye Care & Multispeciality Centre,₹1000,https://www.practo.com/mumbai/doctor/devanshi-shah-ophthalmologist-ophthalmologist?practice_id=1130223&specialization=Doctor&referrer=doctor_listing&page_uid=c1133af4-01f9-40c3-bc09-e3a44d69d74f
Dr. Meghna Mour,Dermatologist,26 years experience overall,"Vileparle East,",Mumbai,Dr. Meghna Mour face and skin clinic,₹2000,https://www.practo.com/mumbai/doctor/dr-meghna-mour-dermatologist-cosmetologist?practice_id=1182093&specialization=Doctor&referrer=doctor_listing&page_uid=f95b2048-c531-48fa-94e1-5e04095f76e6
